country,year,host,Aquatics,Aquatics_perf,Archery,Archery_perf,Athletics,Athletics_perf,Badminton,Badminton_perf,Baseball?and Softball,Baseball?and Softball_perf,Basketball,Basketball_perf,Basque Pelota,Basque Pelota_perf,Boxing,Boxing_perf,Breaking,Breaking_perf,Canoeing,Canoeing_perf,Cricket,Cricket_perf,Croquet,Croquet_perf,Cycling,Cycling_perf,Equestrian,Equestrian_perf,Fencing,Fencing_perf,Field hockey,Field hockey_perf,Flag football,Flag football_perf,Football,Football_perf,Golf,Golf_perf,Gymnastics,Gymnastics_perf,Handball,Handball_perf,Jeu de Paume,Jeu de Paume_perf,Judo,Judo_perf,Karate,Karate_perf,Lacrosse,Lacrosse_perf,Modern Pentathlon,Modern Pentathlon_perf,Polo,Polo_perf,Rackets,Rackets_perf,Roque,Roque_perf,Rowing,Rowing_perf,Rugby,Rugby_perf,Sailing,Sailing_perf,Shooting,Shooting_perf,Skateboarding,Skateboarding_perf,Sport Climbing,Sport Climbing_perf,Squash,Squash_perf,Surfing,Surfing_perf,Table Tennis,Table Tennis_perf,Taekwondo,Taekwondo_perf,Tennis,Tennis_perf,Triathlon,Triathlon_perf,Tug of War,Tug of War_perf,Volleyball,Volleyball_perf,Water Motorsports,Water Motorsports_perf,Weightlifting,Weightlifting_perf,Wrestling,Wrestling_perf,medal_gold,medal_silver,medal_bronze
Bhutan,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
Bohemia,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
Bolivia,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
Bosnia and Herzegovina,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
Botswana,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,1,0
Brazil,2012,0,46,13,4,0,47,22,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,159,0,0,18,0,2,0,0,0,14,9,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,18,15,0,0,0,0,0,0,0,0,0,4,0,8,3,4,0,2,0,0,0,4,210,0,0,15,0,18,0,3,5,9
Brunei Darussalam,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
Bulgaria,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,10,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,15,0,2,1
Burkina Faso,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
Burkina Fasoundi,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
Cabo Verde,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
Cambodia,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
Cameroon,2012,0,46,0,4,0,47,10,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,1
Canada,2012,0,46,15,4,0,47,6,5,0,2,0,2,0,0,0,11,0,0,0,16,9,0,0,0,0,18,0,6,34,10,0,2,0,0,0,2,0,0,0,18,12,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,120,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,6,4,0,2,6,0,0,4,0,0,0,15,0,18,13,2,6,10
Cayman Islands,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
Central AfriCanada Republic,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
Chad,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
Chile,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,6,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
China,2012,1,46,222,4,37,47,6,5,73,2,0,2,0,0,0,11,29,0,0,16,20,0,0,0,0,18,3,6,0,10,34,2,96,0,0,2,0,0,0,18,267,2,0,0,0,14,33,0,0,0,0,2,0,0,0,0,0,0,0,14,52,0,0,11,13,15,65,0,0,0,0,0,0,0,0,4,98,8,13,4,6,2,0,0,0,4,54,0,0,15,86,18,22,39,31,22
Chinese Taipei,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,6,4,0,2,0,0,0,4,0,0,0,15,6,18,0,1,0,1
Colombia,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,6,18,3,1,3,5
Comoros,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
Congo,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
Cook Islands,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
Costa Rica,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
Cote d'Ivoire,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
Croatia,2012,0,46,0,4,0,47,6,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,6,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,3,0,0,0,0,0,0,0,0,4,0,8,6,4,0,2,0,0,0,4,0,0,0,15,0,18,0,3,1,2
Cuba,2012,0,46,0,4,0,47,172,5,0,2,0,2,0,0,0,11,36,0,0,16,0,0,0,0,0,18,6,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,27,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,3,0,0,0,0,0,0,0,0,4,0,8,3,4,0,2,0,0,0,4,0,0,0,15,0,18,10,5,3,7
Cyprus,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,1,0
Czech,2012,0,46,0,4,0,47,10,5,0,2,0,2,0,0,0,11,0,0,0,16,12,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,6,0,0,11,0,15,26,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
Czechoslovakia,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
Denmark,2012,0,46,3,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,12,0,0,0,0,18,30,6,9,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,46,0,0,11,20,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,2,4,3
Djibouti,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
Dominican,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,10,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,6,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
Dominicaninica,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
ETH,2012,0,46,0,4,0,47,52,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
EUN,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
East Germany,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
East Timor,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
Ecuador,2012,0,46,0,4,0,47,6,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
Egypt,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,3,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,3,1
El Salvador,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
Equatorial Guinea,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
Eritrea,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
Estonia,2012,0,46,0,4,0,47,10,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,12,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,1,1
Ethiopia,2012,0,46,0,4,0,47,52,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,3,2,3
Fiji,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
Finland,2012,0,46,0,4,0,47,3,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,12,0,0,11,0,15,13,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,2,1
France,2012,0,46,61,4,9,47,9,5,0,2,0,2,0,0,0,11,15,0,0,16,12,0,0,0,0,18,59,6,0,10,72,2,0,0,0,2,0,0,0,18,9,2,150,0,0,14,18,0,0,0,0,2,0,0,0,0,0,0,0,14,24,0,0,11,15,15,3,0,0,0,0,0,0,0,0,4,0,8,3,4,0,2,0,0,0,4,0,0,0,15,6,18,13,11,11,13
Gabon,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,1,0
Gambia,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
Georgia,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,10,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,3,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,26,1,2,3
Germany,2012,0,46,41,4,0,47,3,5,0,2,0,2,0,0,0,11,0,0,0,16,115,0,0,0,0,18,25,6,99,10,20,2,170,0,0,2,48,0,0,18,9,2,0,0,0,14,10,0,0,0,0,2,10,0,0,0,0,0,0,14,24,0,0,11,6,15,15,0,0,0,0,0,0,0,0,4,18,8,0,4,0,2,10,0,0,4,0,0,0,15,10,18,6,11,20,13
Ghana,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
Great Britain,2012,0,46,38,4,0,47,37,5,0,2,0,2,0,0,0,11,16,0,0,16,19,0,0,0,0,18,160,6,18,10,0,2,0,0,0,2,0,0,0,18,3,2,0,0,0,14,0,0,0,0,0,2,6,0,0,0,0,0,0,14,150,0,0,11,85,15,0,0,0,0,0,0,0,0,0,4,0,8,3,4,0,2,0,0,0,4,0,0,0,15,0,18,0,29,18,18
Greece,2012,0,46,0,4,0,47,3,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,12,0,0,11,9,15,0,0,0,0,0,0,0,0,0,4,0,8,6,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,2
Grenada,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,1,0,0
Guam,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
Guatemala,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,1,0
Guinea,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
Guinea Bissau,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
Guyana,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
Haiti,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
Honduras,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,0
Hong Kong,2012,0,46,0,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,0,0,0,0,0,18,0,6,0,10,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,0,0,0,1
Hungary,2012,0,46,148,4,0,47,0,5,0,2,0,2,0,0,0,11,0,0,0,16,60,0,0,0,0,18,0,6,0,10,3,2,0,0,0,2,0,0,0,18,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,2,0,0,0,4,0,0,0,15,0,18,6,8,4,6
