country,year,host,Aquatics,Aquatics_gold,Aquatics_silver,Aquatics_bronze,Aquatics_no,Archery,Archery_gold,Archery_silver,Archery_bronze,Archery_no,Athletics,Athletics_gold,Athletics_silver,Athletics_bronze,Athletics_no,Badminton,Badminton_gold,Badminton_silver,Badminton_bronze,Badminton_no,Baseball?and Softball,Baseball?and Softball_gold,Baseball?and Softball_silver,Baseball?and Softball_bronze,Baseball?and Softball_no,Basketball,Basketball_gold,Basketball_silver,Basketball_bronze,Basketball_no,Basque Pelota,Basque Pelota_gold,Basque Pelota_silver,Basque Pelota_bronze,Basque Pelota_no,Boxing,Boxing_gold,Boxing_silver,Boxing_bronze,Boxing_no,Breaking,Breaking_gold,Breaking_silver,Breaking_bronze,Breaking_no,Canoeing,Canoeing_gold,Canoeing_silver,Canoeing_bronze,Canoeing_no,Cricket,Cricket_gold,Cricket_silver,Cricket_bronze,Cricket_no,Croquet,Croquet_gold,Croquet_silver,Croquet_bronze,Croquet_no,Cycling,Cycling_gold,Cycling_silver,Cycling_bronze,Cycling_no,Equestrian,Equestrian_gold,Equestrian_silver,Equestrian_bronze,Equestrian_no,Fencing,Fencing_gold,Fencing_silver,Fencing_bronze,Fencing_no,Field hockey,Field hockey_gold,Field hockey_silver,Field hockey_bronze,Field hockey_no,Flag football,Flag football_gold,Flag football_silver,Flag football_bronze,Flag football_no,Football,Football_gold,Football_silver,Football_bronze,Football_no,Golf,Golf_gold,Golf_silver,Golf_bronze,Golf_no,Gymnastics,Gymnastics_gold,Gymnastics_silver,Gymnastics_bronze,Gymnastics_no,Handball,Handball_gold,Handball_silver,Handball_bronze,Handball_no,Jeu de Paume,Jeu de Paume_gold,Jeu de Paume_silver,Jeu de Paume_bronze,Jeu de Paume_no,Judo,Judo_gold,Judo_silver,Judo_bronze,Judo_no,Karate,Karate_gold,Karate_silver,Karate_bronze,Karate_no,Lacrosse,Lacrosse_gold,Lacrosse_silver,Lacrosse_bronze,Lacrosse_no,Modern Pentathlon,Modern Pentathlon_gold,Modern Pentathlon_silver,Modern Pentathlon_bronze,Modern Pentathlon_no,Polo,Polo_gold,Polo_silver,Polo_bronze,Polo_no,Rackets,Rackets_gold,Rackets_silver,Rackets_bronze,Rackets_no,Roque,Roque_gold,Roque_silver,Roque_bronze,Roque_no,Rowing,Rowing_gold,Rowing_silver,Rowing_bronze,Rowing_no,Rugby,Rugby_gold,Rugby_silver,Rugby_bronze,Rugby_no,Sailing,Sailing_gold,Sailing_silver,Sailing_bronze,Sailing_no,Shooting,Shooting_gold,Shooting_silver,Shooting_bronze,Shooting_no,Skateboarding,Skateboarding_gold,Skateboarding_silver,Skateboarding_bronze,Skateboarding_no,Sport Climbing,Sport Climbing_gold,Sport Climbing_silver,Sport Climbing_bronze,Sport Climbing_no,Squash,Squash_gold,Squash_silver,Squash_bronze,Squash_no,Surfing,Surfing_gold,Surfing_silver,Surfing_bronze,Surfing_no,Table Tennis,Table Tennis_gold,Table Tennis_silver,Table Tennis_bronze,Table Tennis_no,Taekwondo,Taekwondo_gold,Taekwondo_silver,Taekwondo_bronze,Taekwondo_no,Tennis,Tennis_gold,Tennis_silver,Tennis_bronze,Tennis_no,Triathlon,Triathlon_gold,Triathlon_silver,Triathlon_bronze,Triathlon_no,Tug of War,Tug of War_gold,Tug of War_silver,Tug of War_bronze,Tug of War_no,Volleyball,Volleyball_gold,Volleyball_silver,Volleyball_bronze,Volleyball_no,Water Motorsports,Water Motorsports_gold,Water Motorsports_silver,Water Motorsports_bronze,Water Motorsports_no,Weightlifting,Weightlifting_gold,Weightlifting_silver,Weightlifting_bronze,Weightlifting_no,Wrestling,Wrestling_gold,Wrestling_silver,Wrestling_bronze,Wrestling_no,medal_gold,medal_silver,medal_bronze
Angola,2020,0,46,0,0,0,2,4,0,0,0,0,47,0,0,0,2,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,6,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,18,0,0,0,0,2,0,0,0,15,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2,2,0,0,0,0,10,0,0,0,3,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,0,0,0,0,0,0,0
Antigua and Barbuda,2020,0,46,0,0,0,2,4,0,0,0,0,47,0,0,0,7,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,6,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,10,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,0,0,0,0,0,0,0
Argentina,2020,0,46,0,0,0,2,4,0,0,0,0,47,0,0,0,13,5,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,13,0,0,0,6,0,0,0,0,0,16,0,0,0,11,0,0,0,0,0,0,0,0,0,0,18,0,0,0,7,6,0,0,0,8,10,0,0,0,1,2,1,0,0,16,0,0,0,0,0,2,0,0,0,16,2,0,0,0,2,18,0,0,0,5,2,0,0,0,29,0,0,0,0,0,14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2,2,0,0,0,13,10,2,0,0,11,15,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,5,0,1,0,7,2,0,0,0,2,0,0,0,0,0,4,0,0,0,24,0,0,0,0,0,15,0,0,0,1,18,0,0,0,1,0,1,2
Armenia,2020,0,46,0,0,0,1,4,0,0,0,0,47,0,0,0,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,6,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,18,0,0,0,6,2,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,10,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,2,0,5,18,1,1,0,6,0,2,2
Aruba,2020,0,46,0,0,0,2,4,0,0,0,0,47,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,6,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,10,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,1,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,0,0,0,0,0,0,0
Australasia,2020,0,46,0,0,0,0,4,0,0,0,0,47,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,6,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,10,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,0,0,0,0,0,0,0
Australia,2020,0,46,7,14,11,26,4,0,0,3,4,47,0,1,1,63,5,0,0,0,5,0,0,0,0,0,2,0,0,0,24,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,16,0,0,3,17,0,0,0,0,0,0,0,0,0,0,18,0,5,1,37,6,0,0,4,20,10,0,0,0,0,2,0,0,0,32,0,0,0,0,0,2,0,0,0,17,2,0,0,0,4,18,0,0,0,1,2,0,0,0,0,0,0,0,0,0,14,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,8,0,20,2,12,0,0,13,10,1,6,0,4,15,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,8,0,0,0,4,5,0,0,0,14,2,0,0,0,6,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,15,0,0,0,2,18,0,0,0,3,17,7,22
Austria,2020,0,46,0,0,0,2,4,0,0,0,1,47,0,0,0,6,5,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,16,0,0,0,5,0,0,0,0,0,0,0,0,0,0,18,0,0,0,5,6,0,0,0,1,10,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,18,0,0,0,1,2,0,0,0,0,0,0,0,0,0,14,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,2,0,0,0,0,10,0,0,2,6,15,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,8,0,0,0,0,5,0,0,0,2,2,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,15,0,0,0,1,18,0,0,0,1,1,1,5
Azerbaijan,2020,0,46,0,0,0,2,4,0,0,0,1,47,0,0,0,4,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,1,1,9,0,0,0,0,0,16,0,1,1,2,0,0,0,0,0,0,0,0,0,0,18,0,0,0,4,6,0,0,0,0,10,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,18,0,0,0,1,2,0,0,0,0,0,0,0,0,0,14,0,2,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2,2,0,0,0,0,10,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,1,0,2,1,5,0,0,0,0,2,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,0,3,6,5,0,3,4
Bahamas,2020,0,46,0,0,0,6,4,0,0,0,0,47,1,0,5,25,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,6,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,2,0,0,0,0,10,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,0,0,0,0,2,0,0
Bahrain,2020,0,46,0,0,0,2,4,0,0,0,0,47,1,1,0,27,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,6,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,10,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,0,0,0,1,0,1,0
Bangladesh,2020,0,46,0,0,0,2,4,0,0,0,1,47,0,0,0,2,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,6,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,10,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,0,0,0,0,0,0,0
Barbados,2020,0,46,0,0,0,2,4,0,0,0,0,47,0,0,0,8,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,6,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,10,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,5,0,0,0,1,2,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,0,0,0,0,0,0,0
Belarus,2020,0,46,0,0,1,2,4,0,0,0,1,47,0,1,0,35,5,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,16,0,0,4,3,0,0,0,0,0,0,0,0,0,0,18,0,0,0,7,6,0,0,0,0,10,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,18,1,0,0,2,2,0,0,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,10,2,0,0,0,0,10,0,0,0,2,15,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,8,0,0,0,0,5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,2,0,6,18,0,1,2,5,1,3,3
Belgium,2020,0,46,0,1,0,20,4,0,0,0,1,47,1,0,0,26,5,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,1,0,1,15,6,0,0,0,5,10,0,0,0,1,2,0,16,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,3,18,0,0,0,20,2,0,0,0,0,0,0,0,0,0,14,0,0,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,2,0,0,0,0,10,0,0,0,4,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,3,5,0,0,0,5,2,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,1,18,0,0,0,0,3,1,3
Belize,2020,0,46,0,0,0,0,4,0,0,0,0,47,0,0,0,2,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,6,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,10,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,0,0,0,0,0,0,0
Benin,2020,0,46,0,0,0,2,4,0,0,0,0,47,0,0,0,2,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,6,0,0,0,0,10,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,10,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,0,0,0,0,0,0,0
Bermuda,2020,0,46,0,0,0,2,4,0,0,0,0,47,0,0,0,2,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,6,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,2,0,0,0,0,10,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,5,0,0,0,0,2,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,0,0,0,0,1,0,0
Bhutan,2020,0,46,0,0,0,0,4,0,0,0,1,47,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,6,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,10,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,0,0,0,0,0,0,0
Bohemia,2020,0,46,0,0,0,0,4,0,0,0,0,47,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,6,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,10,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,0,0,0,0,0,0,0
Bolivia,2020,0,46,0,0,0,2,4,0,0,0,0,47,0,0,0,6,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,6,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,10,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,0,0,0,0,0,0,0
Bosnia and Herzegovina,2020,0,46,0,0,0,2,4,0,0,0,0,47,0,0,0,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,6,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,10,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,0,0,0,0,0,0,0
Botswana,2020,0,46,0,0,0,2,4,0,0,0,0,47,0,0,0,11,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,6,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,10,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,0,0,0,0,0,0,1
Brazil,2020,1,46,0,0,1,26,4,0,0,0,12,47,1,0,0,71,5,0,0,0,2,0,0,0,0,0,2,0,0,0,23,0,0,0,0,0,13,1,0,0,8,0,0,0,0,0,16,0,3,1,14,0,0,0,0,0,0,0,0,0,0,18,0,0,0,10,6,0,0,0,24,10,0,0,0,25,2,0,0,0,16,0,0,0,0,0,2,17,0,0,18,2,0,0,0,3,18,0,2,1,1,2,0,0,0,28,0,0,0,0,0,14,1,0,2,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,2,0,0,0,25,10,2,0,0,13,15,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,8,0,0,1,3,5,0,0,0,11,2,0,0,0,2,0,0,0,0,0,4,12,2,0,12,0,0,0,0,0,15,0,0,0,5,18,0,0,0,5,7,6,8
Brunei Darussalam,2020,1,46,0,0,0,0,4,0,0,0,0,47,0,0,0,2,5,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,6,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,10,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,0,0,0,0,0,0,0
